name,phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
rakhi,7853885496,9,0,0,2,0,0,3,1,2,4,0,0,0,0
iqbal,8454219970,18,0,1,1,1,0,3,2,1,4,0,1,0,0
sana fatma,8986095977,9,0,0,3,0,1,1,0,1,3,0,1,0,0
pinki,9307275033,5,0,0,3,0,0,3,1,2,4,0,1,0,0
ashok kumar,7309268799,24,0,1,1,1,1,1,1,2,4,0,0,1,1
mamta,7661019857,33,0,1,3,0,1,2,2,2,4,0,0,0,1
kuldeep kour,9009701844,19,0,1,3,1,0,3,0,2,4,0,0,0,1
jiya lal,9667074406,22,0,1,1,1,1,0,1,1,4,0,1,0,1
neelam @ munni,9582108383,17,0,0,3,0,0,3,2,2,4,0,0,0,0
gopal lal,7851201505,9,0,0,3,1,0,3,0,0,1,0,1,0,1
minakchi,9840348076,11,0,0,3,0,0,3,2,2,4,0,0,0,0
pooja gujar,9716091811,30,0,0,1,0,1,0,0,1,3,0,1,0,1
rajender kumar,8587636020,22,0,1,0,1,1,1,0,1,2,0,1,1,0
kanchan,9540738054,20,0,1,3,0,0,3,0,2,4,0,1,0,0
sahil ram @ vishal,7208426197,18,0,0,3,1,1,0,0,1,3,0,0,0,0
kuldeep singh,7085859867,12,0,1,1,1,1,1,1,2,4,0,0,0,1
baliram khanak,8179427340,32,0,0,1,1,0,3,1,2,4,0,1,0,0
kavita,9805349124,15,0,0,0,0,0,3,0,0,0,0,1,0,1
sahjad,8372724429,0,0,1,0,1,0,3,0,0,1,0,1,0,1
noor hasan,7420547801,32,0,0,3,1,1,1,1,1,4,0,1,0,0
ishatkar,8238088052,21,0,0,3,1,1,1,0,1,3,0,0,0,0
inder mahipal arya,9603897592,19,0,0,3,1,1,0,2,2,4,0,0,0,0
sukhdev,8371321686,13,0,1,3,1,0,3,2,2,4,0,1,0,0
daulat banno,9002822156,22,0,0,0,0,1,0,0,1,3,0,1,0,1
dinesh,7719249860,7,0,1,2,1,0,3,1,1,4,0,1,0,1
seema,9405417483,14,0,0,3,0,1,1,2,1,4,0,1,0,1
ram suresh,8526233467,0,0,0,3,1,0,3,0,1,3,0,1,0,1
sonu,9073303859,23,0,0,2,1,1,2,1,2,4,0,1,0,1
rekha meena,7838489014,20,0,1,2,0,0,3,2,2,4,0,1,0,1
mohit maan,9466337151,16,0,1,1,1,0,3,1,2,4,0,1,0,1
jyoti jingir,9241307751,16,0,1,1,0,0,3,1,2,4,0,1,0,1
hema,9112723079,25,0,0,3,0,0,3,2,2,4,0,1,0,1
pinki devi,7885249498,24,0,1,3,0,1,2,1,2,4,0,0,0,1
sandeep,9290081241,21,0,1,3,1,0,3,0,2,4,0,0,0,1
mithlesh mishra,7558973107,23,0,1,1,1,1,0,2,1,4,0,0,1,0
deepak,9892145745,17,0,0,1,1,0,3,1,2,4,0,0,0,0
rajender,7704420712,25,0,0,3,1,1,1,2,1,4,0,1,0,0
muskan,8217826911,25,0,1,3,0,1,0,0,0,0,0,0,1,1
ahupendra,8501863636,26,0,0,3,1,1,0,0,1,3,0,0,0,0
bablu naraniya,7887763266,30,0,0,3,1,1,1,0,1,2,0,0,0,1
kumari arti,9346689660,22,0,1,0,0,0,3,1,2,4,0,0,0,1
sundeep kumar,9001778994,23,0,0,3,1,0,3,0,1,2,0,1,0,1
majunew,7201875294,8,0,1,3,1,0,3,0,0,1,0,1,0,0
anjali,9580566903,4,0,0,2,0,1,1,0,2,4,0,1,0,0
chander shaker,9368217849,18,0,1,3,1,0,3,1,2,4,0,0,0,0
montu,7613075688,23,0,0,3,1,0,3,1,2,4,0,1,0,1
ritika sharma,9085616956,16,0,1,1,0,1,2,2,2,4,0,0,1,0
puneet,8406439137,27,0,0,1,1,0,3,1,2,4,0,0,0,1
sushma,9369807326,15,0,0,2,0,1,2,1,2,4,0,0,0,0
urmila,7292792866,24,0,1,3,0,0,3,0,1,3,0,1,0,0
neeli nirmala,9370188832,29,0,1,0,0,0,3,1,2,4,0,1,1,0
yogesh,8769491703,19,0,1,3,1,1,0,0,1,3,0,1,0,0
nikki,7755032145,28,0,1,3,0,0,3,1,2,4,0,0,0,1
doli,8478055273,28,0,0,3,0,0,3,1,2,3,0,0,0,0
tanushri,9280003628,14,0,1,1,0,1,0,1,2,4,0,0,0,1
aryan shrma,9001688271,14,0,1,3,1,1,0,2,2,3,0,0,0,0
chandni,9480731546,22,0,0,3,0,0,3,2,1,4,0,1,0,1
priya,7857270323,25,0,1,3,0,1,2,0,2,4,0,0,1,1
rajeev singh,9692445235,1,0,0,1,1,0,3,0,1,3,0,1,0,0
vimla,9152261920,20,0,0,3,0,1,0,2,2,4,0,0,0,0
redhema munde,7275630653,42,0,1,2,1,1,1,1,2,4,0,0,1,0
suraj munda,8422851302,13,0,1,3,1,1,2,1,2,4,0,0,1,0
ghanshyam,7002068874,29,0,0,3,1,0,3,1,1,4,0,1,0,0
raju,9664056555,41,0,0,0,1,1,0,2,2,4,0,0,0,0
hari prasad,8880088236,25,0,1,3,1,1,0,0,0,1,0,0,0,1
pammi,9404247123,20,0,1,3,0,1,1,1,2,4,0,1,0,0
chander prabha,9434907838,15,0,0,3,0,1,0,1,2,4,0,0,0,1
santosh,8460333676,21,0,1,3,1,1,2,0,1,2,0,1,0,1
rajinder singh,7754329607,43,0,0,1,1,0,3,0,2,4,0,1,0,1
raj kumar,8428284055,30,0,1,0,1,1,0,1,2,4,0,1,1,1
aadil,7224091959,32,0,1,1,1,1,2,1,2,4,0,0,0,1
poonam,8271264613,26,0,0,2,0,1,1,2,2,4,0,0,0,1
zaheer,9406745050,14,0,0,1,1,0,3,0,1,2,0,0,0,1
priyanka,7840674843,23,0,0,2,0,1,2,0,1,2,0,0,0,0
bhulan kumar,7010796586,42,0,1,3,1,0,3,1,2,3,0,0,1,0
arsi,9659845354,31,0,1,1,0,1,0,0,1,3,0,1,1,1
mamta bai,9639211129,27,0,0,0,0,1,0,2,2,4,0,0,0,0
nisha,8804909796,43,0,1,3,0,1,0,0,1,1,0,1,0,0
sony @ madhubala,7825874396,25,0,0,3,0,0,3,0,0,0,0,0,0,1
pinki,8868538770,24,0,1,3,0,1,0,1,2,4,0,0,0,0
gurlal,9314133540,3,0,0,1,1,1,0,0,0,1,0,0,0,1
sunita,8792655983,42,0,1,3,0,0,3,2,1,4,0,0,0,1
kavita,7466728541,22,0,1,1,0,0,3,0,1,4,0,0,1,0
md zahid,9947099071,0,0,0,3,1,1,2,1,2,4,0,0,0,1
dhiraj passi,9417126282,32,0,1,2,1,0,3,0,1,1,0,1,1,1
kanchan,9316152338,7,0,0,2,0,1,1,2,2,4,0,0,0,0
nisha,7608577938,30,0,1,1,0,0,3,0,1,2,0,1,0,1
sharda devi,9350644466,26,0,0,0,0,0,3,0,1,3,0,0,0,1
grace p.a.,9059476434,22,0,1,0,0,1,0,1,2,4,0,1,0,1
najni,9806517366,33,0,0,2,0,1,1,1,2,4,0,1,0,0
seeta devi,8667972554,29,0,0,3,0,1,1,2,2,4,0,0,0,1
ganga sagar,9643827341,27,0,0,3,1,1,1,0,1,2,0,1,0,1
rohit,9175686935,32,0,0,1,1,1,2,0,1,2,0,1,0,0
hari ram,7172317747,15,0,0,2,1,0,3,1,1,4,0,0,0,1
kum  mamta,9303983847,0,0,0,3,0,0,3,2,2,3,0,1,0,1
neeraj,9973367763,4,0,1,1,1,0,3,1,2,4,0,1,1,0
tamsa,9283470276,12,0,1,1,0,0,3,0,1,3,0,0,0,1
sameer,8458223367,34,0,1,3,1,0,3,0,2,4,0,0,1,0
arti,9121249712,30,0,1,1,0,1,1,0,0,1,0,1,0,1
sarla,8510639164,28,0,1,1,0,1,2,0,1,3,0,0,0,1
poonam,9564439385,14,0,1,2,0,0,3,0,1,3,0,0,0,1
manpreet singh,9809394286,24,0,1,1,1,0,3,0,1,2,0,1,0,1
sanjeev sarkar,9903249369,36,0,0,3,1,0,3,1,2,4,0,1,0,0
jawahar lal mittal,9304875814,31,0,1,3,1,0,3,0,0,1,0,0,0,0
devender,7226423386,29,0,1,3,1,1,1,1,1,4,0,1,0,0
sitara,9413977834,29,0,1,1,0,1,2,0,1,3,0,0,0,1
anita devi,9267791596,42,0,0,3,0,1,2,2,2,4,0,0,0,1
sanjay kumar s/o,9754523447,25,0,1,3,1,0,3,1,1,4,0,0,0,1
chandu paswan,9489956376,35,0,0,3,1,1,0,1,2,4,0,1,0,0
bhani ram,7815568089,7,0,1,2,1,0,3,0,2,4,0,1,1,0
laxmi sharma,9494073900,32,0,0,3,0,1,1,2,2,4,0,1,0,0
ashish,9798324266,30,0,0,3,1,0,3,2,1,4,0,0,0,0
girdhari,7999107681,36,0,0,3,1,1,1,2,2,4,0,0,0,0
sandhya,9695088548,3,0,0,2,0,1,1,1,1,4,0,0,0,0
shenaz,8817589118,26,0,0,2,0,0,3,1,2,4,0,1,0,1
priti kaur,9257279249,37,0,0,3,0,1,0,0,1,2,0,0,0,1
sonu kumar,8899618179,23,0,1,3,1,1,2,2,2,4,0,0,1,0
raju,9464512478,33,0,1,0,1,0,3,0,1,2,0,1,0,1
vikas,9278659745,31,0,0,3,1,0,3,0,0,1,0,0,0,1
monu,8888428597,27,0,1,1,1,1,2,0,0,1,0,0,0,1
sukhbir kaur,7645349977,24,0,1,0,0,1,2,1,1,4,0,0,0,0
jyoti,9484150869,33,0,0,0,0,1,2,2,2,4,0,0,0,1
raj kumare,7300218467,8,0,1,3,1,1,2,2,2,4,0,0,1,1
rakhi,9968740411,38,0,0,2,0,1,0,1,2,4,0,1,0,0
smt seema,9600876267,34,0,1,3,0,0,3,1,2,4,0,1,0,0
ramesh,9891990851,32,0,1,3,1,0,3,2,2,4,0,1,0,1
pushpa devi,9395863678,23,0,0,2,0,0,3,1,2,4,0,1,0,1
rajender,9078884405,36,0,1,3,1,0,3,1,1,4,0,1,0,1
usha devi,9548746956,28,0,0,2,0,1,2,0,2,4,0,0,0,1
madhu @ anita,9964289811,32,0,1,0,0,1,2,0,0,1,0,1,0,1
shruti,8922977680,39,0,0,3,0,0,3,0,0,0,0,0,0,1
suman @ sabnam,8237160545,36,0,0,0,0,0,3,0,0,1,0,1,0,0
shital,9304467823,36,0,1,0,0,1,2,2,2,4,0,0,0,1
satish chander jha,8628276370,33,0,1,3,1,0,3,1,2,4,0,0,0,0
rohit,9786577918,29,0,0,3,1,1,0,1,1,4,0,1,0,0
rohit kumar,9784122013,5,0,1,3,1,1,2,0,1,2,0,0,0,0
heena parveen,8812271399,40,0,0,3,0,0,3,1,2,4,0,1,0,0
gaurav,8549525836,12,0,0,3,1,1,2,1,1,4,0,1,0,1
najimuddin,9613621875,35,0,0,0,1,0,3,0,1,3,0,1,0,1
rajnesh gupta,9405199422,34,0,0,1,1,1,0,2,2,4,0,1,0,1
anita devi,9261244828,30,0,1,3,0,1,1,1,2,4,0,1,0,0
harinder kaur,8028489471,20,0,1,0,0,0,3,2,1,4,0,0,0,1
priya kumari,9468139579,41,0,0,3,0,1,1,2,2,4,0,1,0,0
harish ahuja,8255202410,43,0,1,1,1,1,1,2,2,4,0,1,0,1
mohini singh,7737060075,37,0,1,3,0,1,2,0,1,3,0,0,0,0
rajni,8418796643,2,0,0,2,0,0,3,0,1,2,0,1,0,1
kuldeep,9287502538,36,0,0,3,1,0,3,2,1,4,0,1,0,1
jitender,7737223334,31,0,0,2,1,1,0,2,2,4,0,0,0,0
bindu,7215049292,29,0,1,1,0,0,3,1,2,4,0,1,0,0
arti,9186119579,32,0,0,3,0,0,3,2,1,3,0,0,0,1
faizal,9108795054,42,0,0,2,1,0,3,0,0,1,0,1,0,0
piyush,8117129425,38,0,1,3,1,0,3,0,1,2,0,1,0,1
deepak tiwari,9416617459,12,0,0,3,1,1,0,2,2,4,0,1,0,0
harish chand,7456722709,35,0,1,3,1,0,3,1,2,4,0,0,0,1
saroj,9470510161,32,0,1,3,0,0,3,0,2,4,0,1,0,1
ram sawer,9151624636,11,0,1,1,1,1,0,1,2,4,0,0,1,1
arti,7786246149,9,0,0,1,1,0,3,1,2,4,0,0,0,0
mohd. habib,7707315822,39,0,0,1,1,1,2,0,0,1,0,0,0,1
shree bhagwat nishad,9471355175,43,0,1,2,1,1,1,2,2,4,0,1,1,1
afjal ali,7747946116,39,0,1,3,1,1,2,2,2,4,0,0,0,1
parshotam ram,9038636194,37,0,0,3,1,0,3,0,2,4,0,0,0,0
komal,7648851326,33,0,0,3,0,0,3,2,2,4,0,0,0,1
puspa,7846433055,43,0,1,1,0,1,0,0,0,1,0,0,0,0
kiran,9574994046,11,0,0,2,0,0,3,0,2,4,0,0,0,0
sumitra,9513775479,0,0,0,2,0,1,2,0,0,1,0,1,0,0
dhapu,9996505575,41,0,0,2,0,1,1,2,1,4,0,1,0,0
kajal,9157491215,16,0,1,3,0,0,3,0,1,3,0,1,0,0
wasimuddin,9200133804,40,0,1,1,1,1,2,2,2,4,0,1,0,0
shanti devi,9111749976,38,0,0,2,0,0,3,2,2,4,0,1,0,1
sahin,9092186407,34,0,0,1,0,0,3,1,1,4,0,0,0,1
goverdhan,9567713962,1,0,1,2,1,0,3,0,0,0,0,0,1,1
satyam,9377329758,1,0,0,3,1,1,2,0,1,3,0,0,0,0
anurag verma,8279554143,29,0,0,3,1,0,3,1,2,3,0,1,0,0
archana,9553564328,16,0,1,3,0,0,3,2,2,4,0,1,0,0
manju,9845519945,41,0,1,1,0,1,1,2,1,4,0,0,0,0
deepak,9565890061,39,0,1,0,1,0,3,0,0,0,0,0,0,1
pawan,8049427603,36,0,0,1,1,1,1,0,0,1,0,0,0,1
sonali bankoti,8818966913,5,0,1,1,0,0,3,2,1,4,0,1,1,0
jitendra kumar,7044631114,42,0,0,3,1,1,0,2,2,4,0,0,0,1
daler singh,9575977645,32,0,0,1,1,0,3,0,1,2,0,0,0,1
lakhami singh,9917178714,40,0,1,3,1,1,2,0,1,4,0,0,0,0
pawan,9305204858,35,0,1,1,1,1,0,0,1,3,0,0,0,1
jaswant,7960404826,2,0,1,3,1,1,0,0,0,1,0,1,1,0
mamta,8969611950,43,0,1,0,0,0,3,1,2,4,0,0,0,1
panna lal @ sumit,9919173818,41,0,1,3,1,1,2,0,1,3,0,0,0,0
shabanm,7105136736,37,0,1,3,0,0,3,0,0,0,0,1,0,0
krishan pal,9781861015,3,0,0,0,1,0,3,0,0,1,0,1,0,1
dharmender,8502110397,0,0,1,3,1,1,0,0,1,2,0,1,0,0
sany@aman,9842908347,34,0,1,3,1,1,0,1,2,4,0,0,0,0
manish @ annu,9987057326,40,0,1,0,1,1,1,2,1,4,0,0,1,1
prem parkash seth,8603648116,42,0,1,1,1,1,0,0,0,1,0,1,0,0
arvind kumar boyat,9987449246,26,0,0,3,1,0,3,2,2,4,0,1,0,0
jyoti,7611695318,38,0,1,1,0,0,3,0,1,2,0,1,0,1
suman devi,7595036257,4,0,0,3,0,0,3,1,2,4,0,1,0,0
rukshan,7971292571,1,0,0,1,1,0,3,1,2,4,0,1,0,0
basant kumar,7289153130,8,0,1,1,1,0,3,2,2,4,0,1,0,0
soyam,7576036048,33,0,0,1,1,0,3,1,2,4,0,0,0,1
lal prasad narala,8754146458,43,0,1,3,1,1,2,1,1,4,0,1,0,0
rubi,9762689579,39,0,0,0,0,1,0,0,1,3,0,0,0,0
sumit,8027193597,6,0,1,3,1,1,2,2,2,4,0,1,1,0
mukesh mandal,7717435488,43,0,1,3,1,1,2,2,2,4,0,1,1,1
gulab singh,7429582080,5,0,0,3,1,0,3,1,1,4,0,0,0,1
bhumika chettri,9810697234,0,0,0,0,0,1,2,1,2,4,0,0,0,1
raja babu,8613817376,40,0,0,1,1,0,3,0,1,2,0,0,0,0
allauddin,9753537961,7,0,1,2,1,1,1,0,1,3,0,1,1,1
rajo sharma,8779784933,12,0,1,2,0,0,3,2,2,4,0,1,1,0
manish sasodiya,8354084681,2,0,1,3,1,0,3,0,1,2,0,1,0,1
dhiraj panday,9049851130,40,0,1,2,1,1,1,2,2,4,0,1,1,0
gayatri devi,9871916161,1,0,1,1,0,0,3,2,1,4,0,1,0,1
sonam @ ranjana,9429781043,15,0,0,2,0,0,3,2,1,4,0,1,0,1
simran,7812812321,41,0,1,1,0,0,3,0,0,1,0,1,0,0
reeta  and her doughter surabhi,8429262690,0,0,1,3,0,0,3,1,2,3,0,1,0,1
sultan singh,9113125965,33,0,0,0,1,0,3,1,1,4,0,0,0,1
pushpa sinha,9005994554,8,0,1,3,0,1,2,0,1,3,0,0,1,1
satyam,7673844443,3,0,0,3,1,0,3,1,2,4,0,1,0,1
ramesh roat,9988661048,5,0,0,2,0,1,0,2,2,4,0,1,0,0
komal,7460212651,34,0,0,0,0,1,0,1,2,4,0,0,0,1
sagar,8704912227,42,0,1,3,1,1,1,1,2,4,0,0,0,0
naresh,9691728185,9,0,0,2,1,1,1,1,2,4,0,1,0,1
siddharth,8626851728,4,0,0,3,1,0,3,0,1,3,0,1,0,1
tarannum,9573576016,21,0,1,3,0,1,0,0,0,0,0,0,0,0
mohd mustkeen,9508160465,2,0,0,3,1,0,3,1,2,4,0,0,0,1
ramsawroop,7846071127,0,0,1,3,1,0,3,0,0,1,0,0,1,0
soniya,9178483069,43,0,1,3,0,1,2,1,2,4,0,0,0,1
sunil yadav,9755481860,10,0,1,3,1,1,2,2,2,3,0,1,1,1
deepak ahalawat,7659921843,6,0,1,1,1,1,0,0,0,1,0,1,0,0
jasveer,8704391804,3,0,0,1,1,1,1,0,1,3,0,1,0,0
manni @ manish,7858633738,0,0,0,1,1,0,3,2,2,4,0,0,0,0
kela kanwar,9976706068,29,0,1,0,0,1,0,2,2,4,0,1,1,0
meena,7509727683,24,0,1,1,0,0,3,2,1,4,0,0,0,0
pooja,9299031642,19,0,1,1,0,0,3,2,2,4,0,0,0,1
huma,9459389322,11,0,0,3,0,1,2,0,0,1,0,1,0,0
garib das,8559669412,7,0,1,3,1,0,3,1,2,4,0,0,0,0
akram,9324909187,4,0,0,3,1,0,3,1,2,4,0,1,0,0
ravi singh,7267553451,1,0,0,3,1,0,3,1,2,4,0,0,0,1
satish,8435775091,7,0,1,2,1,0,3,1,2,4,0,0,1,0
shabana,7831744333,12,0,0,3,0,0,3,0,0,1,0,1,0,0
varun bansal,8810374181,8,0,1,1,1,0,3,0,1,3,0,0,0,0
bhawana,9746170194,27,0,1,3,0,0,3,2,2,4,0,1,1,1
rijwan aalam,7791218254,6,0,1,3,1,0,3,0,0,1,0,1,0,0
parveen,8571521122,5,0,0,2,1,1,0,2,2,4,0,1,0,1
philomina,9237288938,13,0,1,0,0,1,0,2,1,4,0,0,1,0
kajal kumari,9997547682,9,0,1,3,0,1,1,1,2,4,0,1,0,0
pooja,9768925595,7,0,0,0,0,1,0,0,2,4,0,1,0,0
komal,7456422525,18,0,0,2,0,1,2,1,2,4,0,0,0,1
nirmal,7062642541,2,0,0,1,1,1,2,1,1,4,0,1,0,1
smt. jyoti,8327568929,3,0,0,2,1,0,3,0,1,3,0,0,0,0
sahil,8462602341,33,0,1,3,1,0,3,1,2,4,0,0,0,0
aarti,9174620823,16,0,0,0,1,0,3,1,2,4,0,0,0,0
jyoti,7684327263,31,0,0,0,0,1,0,2,1,4,0,0,0,0
sajid,8137041055,10,0,1,2,1,0,3,1,2,4,0,1,0,0
sanjay,9854765496,5,0,1,1,1,1,0,0,1,2,0,1,1,0
roshan lal,9015467166,8,0,1,2,1,0,3,0,1,1,0,1,0,1
vishal mishra,9928098559,3,0,0,2,1,1,1,0,2,4,0,1,0,1
poonam,9180964276,41,0,1,1,0,1,2,1,1,4,0,1,0,0
rahul,7228671103,17,0,0,3,1,0,3,2,2,4,0,1,0,0
harbhajan singh,8606941298,38,0,1,3,1,0,3,0,0,1,0,0,1,1
sanpat,9513231014,11,0,0,3,1,0,3,1,2,4,0,1,0,1
sonia,9395437965,9,0,0,1,0,1,2,1,1,4,0,1,0,0
sri kant,7756018305,4,0,1,3,1,0,3,2,2,4,0,1,0,1
rahmat ali,9001285718,18,0,0,2,1,0,3,2,2,4,0,1,0,1
ahsamin @ juhi,7741249825,30,0,0,1,0,0,3,1,1,4,0,1,0,1
meena devi,8450405553,12,0,0,1,0,0,3,2,1,4,0,0,0,1
renu,9222463764,10,0,1,1,0,0,3,1,2,4,0,1,0,0
arun kafley,8395955513,8,0,1,3,1,0,3,0,1,2,0,0,0,1
deepak,8893178134,6,0,1,2,1,1,1,0,1,3,0,1,0,1
neha,9922899155,3,0,0,2,0,0,3,1,2,4,0,1,0,1
ramesh,8635776146,21,0,0,3,1,1,0,0,0,0,0,0,0,1
kiran @ vina,9273142372,9,0,1,3,0,0,3,1,1,4,0,0,0,0
pallu,7814179244,19,0,1,1,1,1,1,0,1,3,0,0,1,0
tanveer,8680075353,13,0,1,1,1,0,3,1,1,4,0,1,0,0
bhavana,8121388089,11,0,0,2,0,0,3,1,2,4,0,1,0,1
vinay kumar upadhayay,9653584063,7,0,0,0,1,0,3,0,2,4,0,0,0,1
hansa,7035211721,41,0,1,2,0,0,3,0,1,2,0,1,0,0
varsha,9848297856,20,0,1,1,0,0,3,0,2,4,0,1,1,0
sanjay jain,9232175931,1,0,0,3,1,0,3,2,1,4,0,1,0,1
rekha,9064333125,16,0,0,2,0,0,3,0,1,3,0,1,0,1
mahindra kumar,7517060840,37,0,1,3,1,1,1,0,0,1,0,0,0,1
anju,8223892838,12,0,0,2,0,0,3,1,1,4,0,1,0,1
anoopama,7680292127,9,0,1,0,0,0,3,1,2,4,0,1,0,1
pramod,9054700545,8,0,0,3,1,1,0,0,1,3,0,0,0,0
sayna parveen,7221702077,18,0,1,0,0,0,3,2,2,4,0,1,1,1
virender,8464966771,26,0,1,1,1,0,3,0,0,0,0,1,1,1
sunita kaur,8236453797,21,0,0,3,0,0,3,2,2,4,0,1,0,1
vinod kumar,9632103625,12,0,1,3,1,1,1,0,0,1,0,1,0,1
jai bhagwan,8905791742,17,0,1,2,1,1,2,1,2,4,0,0,0,1
annu sharma,9805585203,33,0,1,3,0,0,3,2,2,4,0,1,0,1
nazreen,9351836497,13,0,1,1,0,1,1,1,2,4,0,1,0,1
naitik,9205906078,15,0,1,1,1,0,3,0,1,3,0,0,0,0
nabav shekh,9526634368,9,0,1,0,1,0,3,0,0,0,0,1,0,1
amar singh,9701846973,2,0,1,2,1,1,2,0,1,3,0,1,0,1
kusum,8413485797,35,0,1,0,0,0,3,2,2,4,0,0,0,1
pooja,7758739707,23,0,1,0,0,0,3,0,1,2,0,1,1,1
