phoneNo,location,occupation,certification,age,gender,type,availability,minimumWage,experience,clientsAttended,doorstepService ,references,liscenced,shoppingliscence
9731558380,14,1,0,3,1,1,0,0,1,2,0,0,0,0
8712324481,6,1,0,2,1,1,1,0,0,0,0,0,0,0
9615912659,28,1,0,3,1,0,3,0,2,4,0,0,0,0
7492461046,1,1,0,3,1,1,0,2,2,4,0,1,0,1
9568881814,34,1,0,3,1,0,3,0,1,2,0,1,0,1
9992493827,19,1,0,3,1,0,3,1,2,4,0,0,0,1
9097446618,30,1,1,3,1,1,1,0,1,2,0,0,0,1
8507741815,13,1,1,1,1,1,0,1,2,4,0,0,0,1
8761155622,11,1,0,0,1,0,3,0,1,4,0,1,0,0
7640991582,3,1,1,3,1,1,1,0,0,0,0,0,1,0
7607223841,7,1,0,3,1,0,3,0,0,0,0,0,0,0
9488476917,31,1,0,1,1,1,0,1,2,4,0,1,0,1
9775657398,43,1,1,3,1,0,3,1,2,4,0,0,0,0
9818271984,20,1,1,2,1,0,3,0,2,4,0,0,1,1
9421398177,33,1,1,2,1,0,3,1,2,4,0,1,0,0
8981740740,16,1,1,3,1,0,3,2,2,4,0,1,0,0
8451388062,12,1,0,1,1,0,3,0,0,1,0,1,0,1
9048004570,31,1,0,3,1,1,1,1,2,4,0,0,0,1
9339044329,8,1,0,1,1,0,3,1,1,4,0,1,0,0
9305319600,36,1,0,1,1,0,3,0,0,1,0,0,0,1
7566701667,29,1,1,0,1,0,3,1,2,4,0,1,0,0
8095539545,21,1,1,3,1,0,3,2,1,4,0,0,1,0
9092885888,14,1,0,3,1,1,2,1,2,4,0,1,0,0
8280865925,17,1,0,2,1,0,3,0,1,2,0,0,0,1
7923837624,13,1,0,3,1,0,3,1,2,4,0,1,0,1
8087841339,32,1,0,0,1,1,0,1,2,4,0,0,0,1
8462385536,10,1,1,0,1,0,3,1,2,4,0,1,0,1
9508101568,9,1,0,3,1,0,3,1,2,4,0,0,0,1
9380375308,23,1,0,2,1,0,3,1,2,4,0,1,0,1
9372819368,10,1,0,0,1,1,1,1,2,3,0,0,0,1
9882379674,2,1,1,1,1,0,3,0,1,3,0,0,0,0
9687171323,18,1,0,3,1,0,3,0,0,0,0,1,0,1
9335049242,16,1,0,0,1,0,3,2,2,3,0,1,0,0
7902412222,1,1,1,1,1,0,3,1,2,4,0,0,0,0
9363698005,10,1,1,3,1,0,3,0,0,1,0,1,0,1
7460190566,38,1,1,0,1,1,0,1,1,4,0,1,0,0
9049977784,24,1,1,1,1,1,0,2,2,4,0,0,1,1
9507685913,41,1,0,3,1,0,3,2,2,4,0,1,0,1
7481699746,19,1,0,3,1,1,0,1,2,4,0,1,0,1
8539180756,1,1,0,2,1,0,3,0,0,0,0,1,0,0
8023982371,17,1,1,3,1,1,0,1,2,4,0,1,0,1
8226854771,14,1,1,3,1,0,3,2,2,4,0,1,0,0
9723097869,11,1,0,3,1,0,3,1,2,4,0,1,0,1
9695500429,39,1,1,1,1,1,2,0,1,2,0,0,1,0
9617705157,42,1,1,3,1,1,0,1,1,4,0,1,0,1
9626908815,22,1,0,3,1,1,2,2,2,4,0,1,0,0
8044429820,20,1,0,2,1,1,2,0,1,3,0,1,0,0
8120012783,18,1,1,3,1,0,3,1,2,4,0,1,0,1
9899623404,30,1,1,3,1,0,3,0,0,1,0,0,0,0
8250732675,12,1,1,0,1,1,0,0,0,0,0,0,0,1
8206285409,26,1,1,1,1,1,0,2,2,4,0,0,0,0
9609658983,41,1,0,3,1,1,2,1,2,4,0,0,0,0
7755405927,15,1,0,3,1,1,1,0,1,2,0,0,0,1
7882210755,21,1,0,3,1,0,3,2,2,4,0,1,0,0
7313524075,19,1,0,2,1,1,2,0,2,4,0,0,0,1
7175885321,13,1,1,3,1,1,1,1,2,4,0,1,0,0
9389229372,14,1,1,3,1,0,3,2,2,4,0,1,1,0
9006557229,23,1,0,3,1,0,3,1,1,4,0,0,0,1
9921604079,26,1,1,0,1,0,3,1,2,4,0,0,1,1
9420682821,20,1,0,3,1,0,3,1,2,4,0,1,0,1
9401592814,35,1,0,3,1,1,2,1,2,4,0,1,0,0
7529074045,10,1,0,2,1,0,3,1,1,4,0,1,0,0
9829713400,16,1,0,3,1,1,0,2,1,4,0,0,0,1
7480789535,4,1,0,3,1,0,3,1,2,4,0,1,0,0
9514007672,25,1,0,1,1,1,0,0,0,0,0,0,0,0
8541168341,24,1,0,3,1,1,1,0,2,4,0,0,0,0
7356223781,21,1,1,3,1,1,1,0,0,1,0,0,0,0
9181093803,17,1,0,3,1,1,1,1,2,4,0,0,0,0
9000120278,27,1,1,3,1,1,0,2,2,4,0,1,0,0
7133241519,35,1,1,1,1,1,0,2,2,4,0,1,1,0
8906440648,4,1,1,0,1,1,2,2,1,4,0,0,1,1
8639772346,26,1,0,3,1,0,3,0,1,1,0,1,0,1
7457551128,22,1,0,2,1,1,1,1,2,4,0,1,0,0
8950134093,23,1,1,0,1,0,3,0,0,0,0,0,0,1
9007610842,30,1,0,2,1,1,1,1,2,4,0,0,0,0
8974395028,18,1,1,2,1,1,0,0,2,3,0,1,0,1
8555278845,22,1,1,1,1,1,0,2,2,4,0,0,1,1
9514921369,15,1,1,3,1,1,0,0,2,4,0,0,1,0
9990934195,27,1,1,0,1,1,2,1,2,4,0,1,1,0
8534771613,17,1,0,3,1,1,1,1,2,4,0,1,0,1
7794231522,15,1,0,3,1,0,3,1,2,4,0,0,0,0
7289607773,24,1,1,0,1,1,2,0,1,3,0,0,0,0
9230125873,19,1,1,1,1,1,1,0,0,1,0,0,0,0
9908299918,2,1,1,2,1,0,3,1,1,4,0,0,1,1
8889871203,1,1,1,0,1,1,2,2,1,4,0,1,1,0
8016462946,19,1,1,3,1,0,3,0,1,3,0,1,0,1
7383663620,28,1,0,1,1,1,1,0,2,4,0,1,0,1
9455593076,14,1,0,0,1,1,2,0,1,2,0,1,0,0
9488212020,22,1,0,3,1,0,3,0,0,1,0,1,0,1
7631839403,20,1,0,3,1,1,2,0,0,1,0,0,0,0
9724500326,29,1,0,2,1,1,2,0,1,3,0,0,0,1
8831692581,5,1,1,2,1,0,3,2,2,4,0,0,0,1
9356051247,25,1,1,3,1,0,3,1,1,4,0,0,0,1
9834675982,15,1,1,3,1,1,1,0,0,0,0,0,0,1
9146422084,21,1,0,3,1,0,3,0,1,3,0,1,0,1
9228214845,36,1,1,0,1,1,0,2,2,4,0,0,1,0
8298137478,39,1,0,1,1,0,3,2,2,4,0,0,0,0
9036970031,30,1,1,0,1,1,0,0,0,1,0,1,1,0
8289955642,26,1,1,3,1,0,3,1,2,4,0,1,0,1
9439766471,3,1,1,1,1,0,3,2,2,4,0,0,0,0
9464405352,14,1,1,2,1,1,1,0,2,4,0,1,0,1
9785651517,19,1,0,3,1,1,0,0,0,1,0,1,0,1
8727356521,23,1,1,0,1,1,1,1,2,4,0,0,0,1
9003250695,40,1,1,1,1,1,0,0,0,0,0,1,1,1
9046553681,27,1,0,3,1,0,3,0,1,2,0,0,0,1
7714635874,31,1,1,3,1,0,3,1,2,3,0,0,1,1
8262902306,38,1,1,3,1,1,0,0,0,1,0,1,0,0
8876149898,27,1,0,1,1,0,3,0,2,4,0,1,0,0
9071783566,25,1,0,3,1,0,3,1,2,4,0,1,0,1
9327344225,24,1,1,3,1,0,3,0,0,0,0,1,0,1
7919819738,24,1,0,3,1,1,1,0,1,1,0,0,0,0
8496712338,27,1,0,3,1,1,1,0,1,3,0,0,0,0
9376048395,32,1,1,3,1,0,3,0,1,3,0,1,1,0
9887326497,28,1,0,0,1,0,3,0,1,2,0,0,0,1
7230082890,26,1,0,3,1,1,0,0,0,0,0,0,0,1
9016891576,22,1,1,3,1,0,3,1,1,4,0,1,0,0
7922049271,2,1,1,3,1,0,3,0,1,3,0,0,1,1
7102393933,32,1,1,3,1,0,3,0,0,1,0,1,0,1
9864542782,33,1,0,3,1,0,3,1,2,4,0,0,0,1
8634734668,29,1,1,3,1,0,3,1,2,4,0,0,0,1
9597833677,27,1,1,1,1,1,1,1,2,4,0,0,0,0
9624400559,15,1,1,3,1,1,1,1,2,4,0,1,0,1
9483833729,31,1,1,3,1,0,3,2,1,4,0,1,0,1
8508671726,41,1,0,3,1,0,3,1,2,3,0,1,0,0
9915768967,34,1,1,2,1,1,0,1,2,4,0,1,1,0
7066673206,26,1,1,0,1,0,3,1,1,4,0,1,1,1
7952080744,12,1,0,3,1,0,3,1,1,4,0,1,0,1
9760015066,30,1,0,3,1,0,3,1,2,4,0,0,0,1
9929836746,18,1,0,3,1,1,1,2,2,4,0,0,0,0
9764259273,28,1,0,3,1,1,2,1,2,4,0,0,0,0
9036462923,1,1,0,3,1,0,3,0,1,3,0,1,0,0
9327067569,14,1,1,3,1,1,0,1,2,4,0,1,0,0
9549781813,39,1,1,1,1,1,0,1,2,4,0,0,0,1
8900042993,36,1,0,1,1,1,1,1,1,4,0,1,0,1
7680002797,38,1,0,0,1,0,3,2,2,4,0,1,0,0
7990708983,20,1,1,2,1,0,3,1,2,4,0,0,1,1
8900509566,20,1,0,3,1,0,3,2,1,4,0,0,0,0
9251984291,31,1,0,3,1,1,0,1,2,4,0,1,0,1
8922445420,29,1,0,3,1,0,3,1,2,4,0,0,0,1
9549012612,25,1,0,0,1,0,3,2,1,4,0,0,0,0
9455898340,8,1,0,3,1,1,1,2,2,4,0,1,0,0
8139911632,8,1,1,3,1,0,3,2,2,4,0,0,1,1
9101174729,35,1,1,0,1,0,3,2,2,4,0,1,1,0
9770329470,32,1,0,2,1,1,0,0,0,0,0,0,0,1
7185173846,10,1,0,3,1,0,3,1,1,4,0,0,0,1
8141921741,30,1,1,1,1,0,3,2,2,4,0,1,0,1
8912894965,26,1,1,3,1,1,0,1,2,4,0,1,0,1
9263150960,18,1,0,3,1,0,3,1,2,4,0,0,0,1
9657490093,26,1,1,2,1,0,3,0,0,1,0,1,0,0
9350056722,37,1,1,2,1,0,3,2,2,4,0,1,1,1
9690828484,38,1,1,3,1,1,1,1,2,4,0,1,0,1
7105919867,33,1,1,2,1,1,2,1,2,4,0,0,0,1
7021565271,31,1,0,0,1,1,2,2,2,4,0,1,0,0
8175403515,32,1,0,0,1,0,3,2,2,4,0,0,0,0
9981759017,12,1,0,0,1,1,1,0,1,2,0,0,0,0
9788441445,27,1,1,2,1,0,3,0,1,2,0,1,0,1
9572812717,38,1,0,3,1,1,2,2,2,4,0,0,0,0
7169677751,3,1,0,3,1,1,1,0,1,3,0,0,0,1
7367866294,9,1,1,2,1,1,0,0,0,0,0,1,0,0
7199549355,38,1,1,1,1,0,3,0,1,3,0,0,1,0
9304140273,34,1,1,1,1,1,0,1,2,4,0,0,0,0
9265093949,32,1,0,3,1,1,2,1,2,4,0,0,0,0
7052319932,3,1,0,1,1,1,1,1,1,4,0,1,0,1
7287258395,28,1,1,2,1,1,0,0,1,3,0,0,0,1
9644703631,31,1,0,1,1,0,3,1,1,4,0,0,0,0
7105434556,43,1,1,1,1,0,3,0,1,2,0,0,1,0
7706636810,13,1,0,1,1,0,3,2,2,4,0,1,0,0
9575144117,32,1,0,2,1,1,2,2,2,4,0,1,0,1
9549088033,39,1,0,3,1,0,3,1,1,4,0,0,0,1
7277574365,36,1,0,0,1,0,3,0,1,3,0,1,0,1
9519213668,32,1,0,3,1,0,3,0,1,2,0,1,0,1
9392163802,33,1,0,1,1,1,0,1,2,4,0,0,0,0
7540197662,29,1,1,3,1,0,3,0,1,4,0,1,0,0
8269584926,38,1,0,1,1,0,3,0,1,3,0,0,0,0
8566278351,40,1,0,3,1,1,2,2,2,4,0,1,0,1
9022430435,35,1,0,1,1,1,0,2,1,4,0,1,0,1
7258196507,3,1,0,1,1,1,2,2,2,4,0,1,0,0
9043281398,34,1,0,2,1,1,0,1,2,4,0,0,0,1
9626676845,30,1,1,0,1,0,3,2,2,4,0,0,0,0
8252210944,28,1,0,3,1,0,3,0,2,4,0,0,0,0
8446988829,38,1,1,3,1,0,3,0,2,4,0,1,0,0
8323254871,41,1,1,2,1,0,3,1,1,3,0,1,1,1
7990496573,37,1,1,3,1,1,2,0,0,1,0,1,0,0
8218229173,17,1,1,2,1,0,3,1,1,4,0,1,0,1
9981003029,36,1,1,3,1,1,2,0,1,2,0,0,0,1
7640484160,15,1,1,3,1,1,2,0,0,0,0,1,1,0
9572591116,31,1,1,3,1,1,2,0,1,3,0,0,0,1
9255752074,40,1,1,3,1,1,2,0,1,2,0,1,0,1
8775251204,42,1,1,3,1,1,0,2,1,4,0,1,1,1
9418981466,40,1,1,0,1,0,3,1,1,4,0,0,0,1
7043489807,38,1,1,3,1,0,3,1,2,4,0,1,0,0
9928769438,35,1,0,1,1,0,3,0,0,1,0,0,0,1
9349826160,32,1,0,3,1,0,3,0,1,3,0,0,0,1
8034874789,17,1,0,3,1,1,2,1,2,4,0,1,0,1
8434366834,2,1,1,3,1,1,2,1,2,4,0,0,0,0
7486867695,43,1,1,0,1,0,3,0,2,4,0,0,1,1
7622093978,39,1,0,2,1,0,3,2,1,4,0,1,0,1
9852841199,37,1,0,2,1,1,0,2,2,4,0,0,0,0
8736497662,33,1,1,2,1,1,1,2,2,4,0,0,0,1
9633059785,0,1,1,1,1,0,3,1,2,4,0,0,1,0
9810021715,5,1,1,2,1,0,3,1,2,4,0,0,0,0
7280018781,40,1,0,3,1,0,3,0,0,1,0,0,0,1
9280249493,38,1,1,3,1,1,2,2,2,4,0,0,0,1
9755135075,34,1,0,3,1,1,2,2,2,4,0,1,0,1
8810688569,42,1,1,1,1,0,3,1,2,4,0,1,0,0
8201093210,1,1,0,3,1,0,3,2,1,4,0,1,0,1
8181696790,41,1,1,3,1,1,2,1,2,4,0,1,0,1
7409802089,39,1,1,3,1,0,3,1,2,3,0,1,0,0
8037809941,39,1,0,3,1,1,1,1,2,4,0,1,0,1
7208168708,30,1,1,1,1,0,3,2,2,4,0,1,1,0
7637538791,36,1,0,3,1,0,3,0,1,2,0,1,0,1
7170344792,0,1,0,1,1,0,3,1,2,4,0,0,0,1
9012771526,33,1,0,1,1,1,1,2,2,3,0,1,0,1
9324328596,5,1,1,2,1,0,3,1,2,4,0,0,1,0
8626277135,40,1,0,3,1,1,0,1,2,4,0,1,0,1
8824447123,23,1,0,3,1,1,0,1,2,4,0,1,0,1
7493915396,42,1,0,3,1,1,1,1,2,4,0,0,0,0
7249888330,40,1,1,0,1,0,3,1,2,4,0,0,0,0
8569376222,16,1,1,3,1,1,0,2,2,4,0,0,0,0
9756145818,35,1,1,3,1,1,2,2,2,4,0,0,0,1
7782878702,2,1,0,1,1,0,3,1,2,4,0,1,0,1
7223913548,4,1,0,1,1,1,0,1,2,4,0,0,0,1
7499805867,34,1,0,3,1,1,0,0,0,0,0,1,0,1
9878457898,41,1,1,2,1,0,3,2,2,4,0,1,1,0
9947474358,21,1,0,3,1,0,3,1,2,4,0,0,0,0
8705892143,43,1,1,3,1,1,1,1,2,4,0,1,0,1
7207068485,40,1,1,3,1,0,3,1,2,4,0,0,1,1
9864437566,41,1,1,0,1,1,2,0,1,3,0,1,0,0
9882815432,41,1,1,3,1,0,3,2,2,4,0,0,0,1
9184469625,25,1,1,3,1,0,3,0,1,2,0,1,0,1
8925790759,37,1,1,3,1,1,0,2,1,4,0,1,0,1
7786281653,3,1,1,0,1,0,3,2,2,4,0,1,1,1
9838466515,29,1,0,3,1,0,3,1,2,4,0,1,0,0
7869280046,0,1,0,3,1,1,2,0,1,2,0,1,0,1
7003600263,25,1,0,0,1,0,3,0,0,1,0,1,0,0
7596651831,22,1,1,1,1,1,1,1,2,4,0,0,1,0
7695471647,42,1,1,3,1,0,3,1,2,4,0,0,0,1
9751085201,30,1,0,3,1,1,1,1,2,4,0,1,0,0
9494737224,14,1,1,3,1,0,3,0,1,1,0,1,0,1
8338116082,38,1,0,3,1,1,0,0,0,1,0,1,0,0
9267387090,10,1,1,3,1,0,3,1,2,4,0,1,0,1
9173944180,4,1,0,3,1,0,3,0,1,3,0,0,0,1
9865528358,3,1,0,2,1,1,0,0,0,0,0,1,0,1
9619336779,1,1,0,3,1,0,3,0,2,4,0,1,0,1
9599371960,24,1,1,2,1,1,2,1,2,4,0,0,1,1
8114658957,43,1,0,3,1,1,2,1,2,4,0,1,0,1
8962211620,39,1,0,1,1,1,1,0,0,0,0,1,0,0
9219054533,6,1,1,2,1,0,3,0,2,4,0,1,1,0
9533400251,29,1,0,1,1,1,2,0,2,4,0,0,0,0
8053969356,5,1,1,3,1,0,3,0,1,3,0,0,0,0
9406725586,0,1,1,3,1,0,3,1,1,4,0,1,0,0
9617136931,36,1,1,3,1,0,3,1,2,4,0,1,0,1
9934608702,17,1,1,3,1,0,3,0,1,1,0,0,1,1
9333696605,21,1,1,3,1,0,3,0,0,1,0,1,0,1
9062120386,40,1,0,2,1,1,1,2,2,4,0,0,0,0
7009307391,32,1,0,1,1,1,0,2,2,4,0,1,0,0
9863142655,7,1,1,1,1,0,3,0,0,1,0,1,1,1
8037826152,2,1,0,0,1,0,3,2,2,4,0,0,0,1
9199604909,1,1,0,3,1,0,3,2,2,4,0,1,0,0
9564240200,41,1,1,1,1,0,3,0,1,2,0,0,0,1
8981946875,1,1,1,3,1,1,2,0,1,2,0,1,0,0
9225996478,8,1,1,2,1,1,0,0,1,3,0,0,1,0
9026410914,3,1,1,3,1,1,2,0,1,2,0,0,0,1
9438739871,5,1,0,3,1,0,3,0,1,3,0,1,0,0
8278401942,21,1,1,1,1,0,3,2,2,4,0,1,0,0
9310772270,42,1,1,2,1,0,3,1,2,4,0,1,0,0
9453035515,9,1,1,3,1,0,3,0,1,2,0,0,1,0
7766163038,4,1,1,1,1,0,3,1,2,4,0,1,0,0
9986550654,2,1,0,3,1,1,0,2,2,4,0,0,0,1
9190344069,3,1,0,3,1,0,3,2,2,4,0,0,0,1
9630164083,32,1,0,1,1,1,0,2,2,4,0,1,0,0
8600102012,43,1,1,0,1,0,3,0,1,3,0,0,0,1
7752293433,10,1,0,3,1,0,3,1,1,4,0,0,0,0
7594943459,6,1,1,3,1,0,3,0,1,1,0,0,0,1
7229429591,3,1,1,3,1,1,2,0,1,3,0,1,0,1
8192234917,0,1,0,3,1,0,3,1,2,4,0,1,0,0
8553080052,38,1,1,2,1,0,3,1,2,4,0,1,0,0
9572006901,11,1,0,2,1,0,3,0,0,1,0,1,0,1
7327603132,9,1,0,3,1,1,2,0,1,2,0,0,0,1
9085643687,7,1,0,3,1,0,3,2,2,4,0,1,0,0
7323165335,3,1,1,2,1,0,3,0,2,4,0,0,1,0
8376557043,4,1,1,3,1,1,1,1,2,4,0,0,0,0
7418938811,1,1,1,1,1,1,2,0,0,0,0,1,0,1
8024103105,41,1,0,3,1,1,0,1,1,4,0,0,0,1
8867317815,28,1,1,3,1,1,0,1,2,3,0,1,0,1
8805188925,12,1,0,2,1,0,3,1,2,4,0,1,0,1
8752653715,8,1,0,3,1,0,3,2,2,4,0,1,0,0
9725618589,6,1,0,2,1,0,3,2,2,4,0,0,0,0
9634569505,41,1,0,3,1,0,3,0,2,4,0,1,0,0
8578605046,5,1,1,3,1,0,3,1,2,4,0,1,0,0
7796273172,41,1,0,1,1,1,1,1,2,4,0,1,0,1
8218533541,20,1,0,1,1,0,3,1,2,4,0,1,0,1
8377149624,0,1,0,3,1,0,3,1,1,4,0,1,0,1
7961748055,13,1,1,3,1,1,0,1,2,4,0,1,1,0
7796566213,9,1,0,2,1,1,2,1,2,4,0,1,0,1
7205031824,7,1,1,2,1,0,3,1,1,4,0,0,0,1
9426925852,2,1,1,0,1,1,2,0,0,1,0,0,0,1
9148694792,25,1,0,3,1,1,1,1,2,4,0,1,0,1
9481299680,16,1,1,2,1,0,3,1,1,4,0,0,1,0
8641365748,10,1,1,2,1,1,0,0,0,0,0,1,0,0
9585712155,8,1,0,2,1,0,3,0,1,3,0,1,0,0
7000710890,3,1,0,3,1,1,1,0,0,1,0,1,0,0
7990920375,3,1,0,3,1,0,3,0,1,3,0,0,0,0
9904422904,8,1,1,1,1,0,3,0,1,2,0,1,1,0
9492307841,16,1,0,0,1,0,3,1,2,3,0,1,0,1
7327738431,17,1,1,3,1,1,0,2,2,4,0,0,1,1
9181004878,20,1,0,0,1,0,3,2,2,4,0,1,0,0
8666407946,11,1,0,1,1,1,0,0,1,3,0,1,0,1
7368922054,9,1,1,1,1,1,2,1,2,4,0,1,0,0
7603539708,4,1,1,1,1,1,0,1,2,4,0,1,0,1
8136672110,18,1,0,3,1,0,3,0,1,4,0,1,0,1
8547346002,15,1,1,3,1,1,2,0,0,0,0,1,0,0
8333334523,12,1,0,0,1,1,0,0,1,3,0,0,0,0
7374328157,10,1,0,3,1,1,1,0,1,3,0,0,0,0
7571164379,3,1,0,3,1,1,0,1,2,4,0,0,0,1
9315757675,6,1,0,1,1,1,1,1,2,4,0,1,0,0
7940451150,19,1,0,3,1,0,3,2,2,4,0,1,0,1
8787767595,13,1,1,3,1,1,0,0,0,0,0,1,0,1
9560193589,11,1,0,3,1,0,3,1,2,4,0,0,0,0
8272398192,7,1,0,3,1,0,3,0,1,2,0,0,0,1
9297851438,15,1,0,0,1,0,3,0,0,0,0,0,0,1
9795985189,38,1,1,3,1,1,0,1,2,4,0,0,0,1
9857216519,21,1,0,3,1,0,3,1,2,4,0,0,0,0
8188323593,20,1,1,3,1,0,3,1,2,4,0,0,1,1
7119938411,5,1,1,3,1,1,0,0,1,3,0,0,1,0
7043259916,16,1,1,2,1,1,2,1,2,4,0,1,0,1
8384871846,1,1,1,3,1,0,3,0,0,0,0,0,1,1
9482919452,12,1,0,0,1,1,0,2,2,4,0,0,0,1
7839430097,8,1,0,3,1,1,1,1,1,4,0,1,0,1
7570052472,21,1,1,0,1,0,3,2,2,4,0,0,0,0
9388418377,43,1,1,2,1,0,3,2,2,4,0,1,1,1
7328455419,29,1,0,3,1,1,1,1,2,4,0,1,0,0
8006479760,41,1,0,0,1,0,3,0,0,0,0,0,0,0
9758770457,24,1,0,3,1,1,2,0,1,1,0,1,0,1
9048694495,21,1,1,3,1,1,1,0,1,3,0,0,1,1
8264111250,2,1,0,0,1,1,0,2,2,4,0,1,0,0
9853248433,17,1,0,1,1,1,1,0,0,1,0,0,0,1
7460836147,7,1,0,3,1,0,3,1,1,4,0,0,0,1
9904408086,13,1,0,2,1,0,3,1,2,4,0,0,0,1
9554481874,9,1,0,3,1,1,1,1,2,4,0,0,0,1
8930277361,18,1,1,0,1,0,3,1,2,4,0,1,1,0
8996627754,23,1,0,1,1,1,0,1,2,4,0,0,0,1
9584608791,18,1,1,3,1,1,2,1,2,4,0,0,0,1
9402898114,16,1,1,2,1,0,3,1,2,4,0,1,0,1
8946668230,10,1,0,0,1,1,1,0,1,3,0,1,0,1
8290148110,35,1,1,3,1,1,1,0,1,3,0,1,0,0
9655704962,24,1,1,3,1,0,3,0,1,3,0,1,1,0
8874790454,19,1,1,0,1,0,3,1,2,4,0,1,0,1
7203793109,17,1,0,0,1,0,3,0,1,2,0,1,0,0
9089481098,11,1,0,2,1,1,2,0,0,1,0,0,0,1
9775316655,7,1,0,1,1,1,0,2,2,4,0,0,0,1
7011910869,34,1,1,3,1,0,3,2,1,4,0,1,0,0
7149301063,36,1,1,2,1,1,2,0,1,2,0,0,0,0
8663318437,22,1,0,1,1,0,3,2,2,4,0,0,0,1
9911630126,20,1,0,2,1,0,3,2,2,4,0,0,0,0
8397154388,18,1,0,3,1,0,3,1,2,4,0,1,0,1
7622203616,12,1,0,0,1,0,3,0,1,3,0,0,0,0
9107787476,25,1,1,3,1,1,1,0,0,0,0,1,1,1
8985348014,37,1,0,3,1,0,3,0,1,4,0,0,0,1
9381481317,34,1,1,3,1,1,2,1,1,4,0,0,1,1
9939109930,1,1,1,2,1,1,1,2,2,4,0,0,1,1
8866110389,35,1,0,3,1,1,1,0,1,3,0,0,0,0
7077191535,15,1,1,3,1,0,3,1,2,4,0,1,1,0
9546620303,21,1,1,1,1,0,3,2,2,4,0,1,0,1
9245853510,16,1,1,2,1,1,0,1,2,4,0,1,0,0
8625873468,19,1,0,3,1,1,2,2,2,4,0,0,0,1
8299210271,12,1,1,0,1,1,0,0,1,3,0,1,1,0
9195989736,13,1,1,3,1,0,3,0,0,1,0,0,0,1
7921758245,14,1,0,2,1,1,0,1,1,4,0,0,0,1
7068543980,18,1,0,0,1,0,3,1,1,4,0,1,0,1
9013629029,23,1,1,3,1,1,2,1,2,4,0,1,0,0
8398034209,20,1,1,3,1,0,3,0,0,1,0,1,0,0
9659323995,7,1,1,3,1,1,0,1,2,4,0,0,0,0
9098245084,0,1,1,3,1,1,2,2,2,4,0,1,1,1
7013991661,16,1,0,3,1,0,3,0,1,2,0,1,0,0
9829076996,32,1,1,1,1,0,3,1,2,4,0,0,0,0
7702883436,31,1,1,1,1,1,1,1,2,4,0,0,1,1
